Borough_Name,Venue_Name,Venue_Category_Name,Venue_Location,Venue_Latitude,Venue_Longitude
Новогиреево,Фитнес-клуб «Фитнес Сити»,Gym,"Кусковская, 20а, корп. В, Бизнес-центр ""Кусково"".",55.741208474344006,37.78554374882372
Косино-Ухтомский,Территория фитнеса,Gym / Fitness Center,"Салтыковская ул., 8",55.72776022038581,37.86084542604894
Косино-Ухтомский,Sportown,Gym / Fitness Center,"ул. Медведева, 10, 111674",55.71786425646079,37.88976871589519
Лефортово,Спортзал Энергетическая 18,Gym,"Энергетическая ул., 18",55.757161319303464,37.712724005737535
Новогиреево,"Фитнес-клуб ""Атлетик""",Gym / Fitness Center,Россия,55.7436912717338,37.787530047130645
Косино-Ухтомский,ФОК Альбатрос,Gym / Fitness Center,"Лухмановская, 19а",55.72205503241442,37.891814397054965
Аэропорт,Гимнастический клуб «Динамо» им. Михаила Воронина,Gymnastics Gym,"Спортивный парк «Динамо» (Ленинградский просп., 36)",55.79029459866865,37.56498022597205
Марьина Роща,Центр йоги и здоровья Достоевская,Yoga Studio,"Улица Октябрьская, 4",55.78519472718219,37.61456296167907
Лефортово,WeGym,Gym / Fitness Center,"2-я Синичкина ул., 9а, стр. 4 (Юрьевский пер.), 111020",55.76099493643628,37.71742462789619
Новогиреево,Эра фитнес,Gym / Fitness Center,"Зеленый просп., 20",55.750223504947215,37.78733944058489
Новогиреево,Yoga Practika,Yoga Studio,"Зелёный просп., 22",55.74789271948126,37.800635738795854
Новокосино,"Спортивный комплекс ""Надежда""",Gym,"Новокосинская улица 6а, 111673",55.733164474924614,37.85619330629584
Покровское-Стрешнево,Тренажерный зал МГТУ Банка России в Отделении 1,Gym,"Волоколамское Шоссе, 75, город Москва",55.82568071430345,37.42579116020684
Покровское-Стрешнево,СДМ Фитнес,Gym / Fitness Center,"Волоколамское шоссе, 73",55.824639703829654,37.42921606241106
Сокол,Спортивный клуб «Синергия» / Synergy Gym,Martial Arts Dojo,"Ленинградский просп., 80, корп. 1, 125190",55.810450522709296,37.50773328084761
Сокол,Спорткомплекс МАИ Черепаха,Gym,"Волоколамское ш., 4, корп. 12, 125310",55.80933776039921,37.49953936353182
Аэропорт,Busido,Martial Arts Dojo,Россия,55.79981479369154,37.54360881743399
Аэропорт,Yogazall,Yoga Studio,Россия,55.80137526169055,37.55479856522562
Савёловский,СДЮСШОР №25,Martial Arts Dojo,"Вятская ул., 28 (2-я Квесисская ул.), 127015",55.79579584639779,37.58238872085818
Соколиная Гора,OriGym,Gymnastics Gym,"ш. Энтузиастов, 31/1",55.76246903175785,37.74858536317553
Новогиреево,Атлетик,Gym,Россия,55.745882088532746,37.82288189774659
Новогиреево,Мой Фитнес Клуб,Gym,"Фрязевская д.9 к.1, город Москва",55.74599561112916,37.82219768411427
Новокосино,Fitform,Gym,"9 улица Суздальская, 111672",55.742251631126344,37.84752665511489
Новокосино,Спортив,Gym / Fitness Center,Ул Городецкая 8а,55.73909005257179,37.86511099023458
Покровское-Стрешнево,Alex Fitness,Gym / Fitness Center,"Тушинская ул., 17",55.8268265479996,37.44504035311985
Покровское-Стрешнево,ELSE Club,Gym / Fitness Center,"Иваньковское ш., 5 (парк Покровское-Стрешнево)",55.82010881743023,37.46523263085109
Покровское-Стрешнево,CrossFit GERAKLION,Gym / Fitness Center,"Сосновая Аллея, 1, 125367",55.819285429994224,37.463407502261255
Покровское-Стрешнево,First&Only,Gym / Fitness Center,"5 Иваньковское шоссе, 125367",55.820108,37.465509000000004
Аэропорт,Esthetic Lab,Gymnastics Gym,"Часовая улица, 28 (1-й Балтийский переулок, 2-й Балтийский переулок, )",55.812013492993536,37.522377819701
Аэропорт,Дайвадо,Martial Arts Dojo,"ул. Часовая, 19к3",55.8088199770827,37.52102952267627
Сокол,Зебра,Gym / Fitness Center,Балтийская ул. 15,55.81092680818711,37.514942066299966
Савёловский,Смена,Gym / Fitness Center,"ТЦ «Вымпел» (Старый Петровско-Разумовский пр., 1/23, стр. 1)",55.800570823999394,37.5657028900736
Савёловский,Red Point Скалодром,Climbing Gym,"Zupre (Вятская ул., 27, корп. 12), 127015",55.79690373313306,37.58062564436869
Савёловский,СК МПО им. И.И. Румянцева,Gym / Fitness Center,"Писцовая ул., 12",55.79793743473247,37.577229443475055
Савёловский,Тренажерка,Gym,Москва,55.79830890626806,37.57742572920185
Бутырский,Fireballet,Gym / Fitness Center,"Новодмитровская 12, город Москва",55.79752223425398,37.58607644138368
Покровское-Стрешнево,Сок Дск-1,Gym,Россия,55.83298878328368,37.426059811347095
Покровское-Стрешнево,Workout Zone в Покровском-Стрешневе,Outdoor Gym,Покровское-Стрешнево (природно-исторический парк),55.822116,37.479275
Войковский,"спортивный клуб ""Медведь""",Martial Arts Dojo,Россия,55.81923210129828,37.492137188105104
Войковский,Yoga Practika,Yoga Studio,"Ленинградское ш., 16А, стр. 3",55.82214607451243,37.49869603644332
Тимирязевский,Лесной клуб,Outdoor Gym,Тимирязевский парк,55.80844551484251,37.54976208426551
Бутырский,На батуте,Gymnastics Gym,"Складочная, 1/1",55.80090183667511,37.59600041240633
Марьина Роща,ФОК «Марьина Роща»,Martial Arts Dojo,"3-й пр. Марьиной рощи, 3",55.79675750303818,37.62261218978071
Сокольники,FitCurves,Gym / Fitness Center,"ул. Маленковская, д.32с2",55.78690976909854,37.675442637659685
Сокольники,Тенгу,Martial Arts Dojo,"Попов пр., д. 1 (Гастелло ул.)",55.783659001933174,37.697542945042976
Соколиная Гора,Up & Fly,Gymnastics Gym,"Большая Семёновская ул., 42",55.77992204898468,37.71318082040117
Новогиреево,Виват,Gym / Fitness Center,"Напольный пр., 6а",55.75808172411255,37.82271452032206
Южное Тушино,Gym Fitness Studio,Gym / Fitness Center,Донелайтиса 14,55.84048331585762,37.41577216351885
Покровское-Стрешнево,Паллада фитнес,Gym,"Свободы ул., 20",55.832799290318746,37.45369342095498
Войковский,Marina Club,Gym / Fitness Center,"Ленинградское ш., 25а, стр. 4, 125212",55.82724652441128,37.47844387922292
Войковский,ЦСК ВМФ (тренажерка),Gym,Россия,55.82721204432827,37.47846461189126
Войковский,Скалодром Marina Club,Climbing Gym,Россия,55.82715978304017,37.47849916455433
Войковский,Центр йоги Прана,Yoga Studio,"Старопетровский проезд, д.1, стр.2",55.82408599668054,37.50020516323252
Войковский,World Class,Gym / Fitness Center,"Ленинградское шоссе, д.16А, стр. 8 (Ленинградское ш., 16а, стр. 4), 125171",55.824751,37.49752
Войковский,Real Capoeira,Martial Arts Dojo,"Старопетровский пр-д, 8",55.82275031890328,37.504197845642
Коптево,Столичная штучка,Gym / Fitness Center,"ул. Приорова, 22",55.82070540695721,37.52397238270668
Бутырский,Реал Капоэйра,Martial Arts Dojo,"Новодмитровская ул., 5а, стр. 2",55.80677899349919,37.58854150772096
Бутырский,Вкус и Цвет. Yoga & Practice,Yoga Studio,"16 Novodmitrovskaya ulitsa, 127254",55.805337,37.586349
Бутырский,"ММА, грэпплинг и BJJ клуб ZALEEV FIGHT TEAM",Martial Arts Dojo,"Новодмитровская ул., 5А, стр. 2, 127015, Ул Новодмитровская 5а, стр 2",55.807188214825246,37.58885624163928
Бутырский,"Клуб боевых искусств ""Альянс""",Martial Arts Dojo,Новодмитровская ул. д.5 (Ул. Сталеваров),55.80690080705038,37.588391304016106
Бутырский,Steel City,Gym,"Складочная 3 Стр. 7, 127015",55.8064641861254,37.59311331910789
Соколиная Гора,Школа Каула-йоги,Yoga Studio,"Семеновская площадь, 7, 105318",55.783824502294685,37.721118810824095
Соколиная Гора,#sekta Школа Идеального Тела,Gym / Fitness Center,"Семеновская Пл., 7",55.784462518219996,37.72013109716017
Соколиная Гора,Gold Fitness,Gym / Fitness Center,"Семеновская пл., 7",55.78415460321339,37.72008051763368
Измайлово,Площадка для воркаута,Outdoor Gym,ПКиО «Измайловский»,55.77480038840678,37.75062741918549
Измайлово,Йога в Измайловском парке,Yoga Studio,Россия,55.77476151073983,37.75267604560312
Южное Тушино,Спорткомплекс Северо-запад (Сходня),Gym,"Фабрициуса, 41",55.84401919199605,37.424034082625816
Войковский,Dr. Loder “Город Яхт»,Gym / Fitness Center,"37 Ленинградское шоссе, 125212",55.83186805631625,37.48300350406164
Коптево,"Тренажерный зал ""Бригантина""",Gym / Fitness Center,"Улица Зои и Александра Космодемьянских 35/37, 125130",55.82465329821592,37.525568974414746
Тимирязевский,Прана,Yoga Studio,"Дмитровское ш., 9, корп. 2",55.81525041614026,37.575634065205776
Тимирязевский,Pride Club,Gym / Fitness Center,"Дмитровское шоссе,9",55.814373219599716,37.57405614644549
Тимирязевский,"Клуб Айкидо ""СИТИ-ГО-САН"" (зал на Тимирязевской)",Martial Arts Dojo,"Дмитровское ш. 9, стр. 3",55.81466986929966,37.573949812448255
Тимирязевский,Молодой Атлет,Gym,"Дмитровское ш., 5/1 (ул. Всеволода Вишневского)",55.813235587909965,37.57723056150863
Марьина Роща,World Class,Gym / Fitness Center,"12-й пр. Марьиной рощи, 9, влад. 2 (Шереметьевская ул.), 127521",55.8044,37.61841
Сокольники,Cycle Pro,Cycle Studio,"ФОК «Сокольники» (3-й Лучевой просек, 4), 107113",55.79683198343319,37.67417587288971
Сокольники,СССР,Gym / Fitness Center,"Стромынский пер., 6",55.792201090271256,37.69426128654675
Преображенское,Gold's Gym,Gym / Fitness Center,"Электрозаводская ул., 27, стр. 3, 107023",55.79050958268362,37.70518792114713
Соколиная Гора,Фитнес-клуб СССР,Gym / Fitness Center,"Ткацкая, 5",55.7863331920779,37.72404984369109
Соколиная Гора,Лайт фит,Gym / Fitness Center,"Щербаковская ул., 53 к17",55.78442612793163,37.73680763286401
Южное Тушино,"Спортивный клуб ""Олимп""",Gym,Nelidovskaya st. 19,55.84484005908555,37.43790734791031
Южное Тушино,World Class LITE,Gym / Fitness Center,"улица Лодочная, д. 43, 125364",55.84266646098628,37.46084805495659
Войковский,Тинькофф Спорт,Gym / Fitness Center,"Ленинградское ш., 39А, стр. 1, 125212",55.83757314730385,37.48122750268271
Войковский,Kaspersky Lab Gym,Gym / Fitness Center,"Ленинградское ш., 39А стр.3",55.83687228889562,37.48167086565347
Войковский,ZARЯDKA GYM,Gym,"ул. Адмирала Макарова 6, cтр. 13",55.836121247688205,37.490800699691036
Войковский,N-choice,Gym / Fitness Center,"ул. Адмирала Макарова, 4",55.833855702822284,37.49274366046753
Бутырский,Yoga Class,Yoga Studio,Россия,55.81949054038634,37.58153066103918
Алексеевский,Боксерский клуб Ударник,Boxing Gym,"улица 3-я Мытищинская 16, 129626",55.805742,37.645344
Сокольники,Центр Доктора Бубновского,Yoga Studio,"4-й Лучевой просек, д.4 (пав.5), 107014",55.80103487533968,37.67265600437698
Преображенское,Reebok Crossfit Bayard,Gym,"Преображенская пл., 12",55.794760578369036,37.71328248346331
Преображенское,Файт & Фит центр «Паладин»,Gym / Fitness Center,"Моссовет (Преображенская пл., 12)",55.79444400749073,37.71317201516101
Соколиная Гора,Анэт,Gym / Fitness Center,"Мироновская ул., 27, 105318",55.788765849663754,37.7324045643984
Южное Тушино,Территория фитнеса,Gym / Fitness Center,"ТРЦ «Калейдоскоп» (Сходненская ул., 56)",55.85043657771145,37.442613704076265
Южное Тушино,Планета Спорт,Gym,Россия,55.84774993299966,37.454241313375185
Южное Тушино,Спортив,Gym / Fitness Center,"ул. Свободы, 48",55.848375776018656,37.45363449009076
Головинский,Зебра,Gym / Fitness Center,"Ленинградское ш., 45-47",55.84559339369326,37.47618244705818
Головинский,Айенгара,Yoga Studio,"Ленинградское ш., 58, корп. 17",55.84425418059703,37.48323817387942
Коптево,ФЕНИКС,Gym / Fitness Center,"Коптевский бул., 15А",55.83181073075837,37.53004593196412
Тимирязевский,Юна Спорт,Gym / Fitness Center,"ул. Большая Академическая, 38с11",55.83192660887917,37.534108524353854
Тимирязевский,ФитЛайт,Gym / Fitness Center,Большая Академическая Д.38,55.831947182991826,37.53370133170212
Бутырский,Black Cat,Gym / Fitness Center,Россия,55.81982154685581,37.59397232790371
Останкинский,Мастерская Йоги,Yoga Studio,"ул. Бочкова, 8",55.81122937448257,37.63193985031155
Алексеевский,Анахата Йога,Yoga Studio,"Новоалексеевская ул., 25, 129626",55.810691753006964,37.651243147687076
Преображенское,Боксерский клуб КИТЭК,Boxing Gym,"ул. Атарбекова, 3/5",55.79697488493402,37.706070678347494
Преображенское,Лайт-фит,Gym / Fitness Center,"1-я улица Бухвостова, 3",55.79860333804272,37.70903578018321
Измайлово,Марк Аврелий,Gym / Fitness Center,"Измайловское ш., 71",55.79157408986473,37.749033263065435
Измайлово,Классика,Gym / Fitness Center,Измайловское шоссе 71,55.79038830077106,37.74825418454315
Бутырский,Твой Фитнес,Gym / Fitness Center,"Яблочкова, 37",55.82715617010559,37.57919210679533
Останкинский,Зебра,Gym / Fitness Center,"ул. Академика Королева, 13, стр. 5, 129515",55.82057218215456,37.61754872016065
Алексеевский,Твой Фитнес,Gym / Fitness Center,"ул. Маломосковская, 27, к. 2",55.81259106825202,37.653676104352535
Левобережный,X-Fit,Gym / Fitness Center,"Флотская ул., 5в",55.851924,37.491979
Марфино,"Спортклуб ""Останкино""",Gym / Fitness Center,Москва,55.82929917512053,37.5984146545656
Марфино,Фитнес Марфино,Gym / Fitness Center,Россия,55.83162469486801,37.59187334749783
Алексеевский,Playfit,Gym,"Ракетный бульвар, 16, 129164",55.8173104663321,37.656015376549604
Богородское,Hummer Gym,Gym / Fitness Center,"3-я Гражданская 52, 105118",55.81060948826328,37.70965948191296
Преображенское,Мисс Фитнес,Gym / Fitness Center,"Зельев пер., 11",55.80378852961105,37.71754813749465
Восточное Измайлово,Аэробика ПМГМУ,Gym,"ул. Нижняя Первомайская (11-я Парковая), город Москва",55.790951866836004,37.8047528863941
Левобережный,Yayoga Студия,Yoga Studio,"Фестивальная ул., 13 к.3",55.857272608315256,37.47606984313122
Ховрино,Dance & Beauty,Gym / Fitness Center,"ул. Лавочкина, 34, 125581",55.85638558583642,37.492634423913096
Ховрино,City Fitness,Gym / Fitness Center,"ул. Лавочкина, д. 32",55.85530214448178,37.49403082865512
Ховрино,Ladies Fitness©,Gym,"Лавочкина, 34",55.85655490128149,37.49481853822435
Алексеевский,Космос,Gym / Fitness Center,"Гостиница «Космос» (просп. Мира, 150), 129366",55.82260682007589,37.6452203291766
Алексеевский,Касаткина 19,Gym / Fitness Center,Касаткина 19,55.82328786934162,37.665436175769116
Богородское,Спарта,Gym / Fitness Center,"3-я Богатырская ул., 1, корп. 1",55.81603905151188,37.694030243379075
Богородское,Fitlab studio,Gym / Fitness Center,"Бульвар Маршала Рокоссовского 6 Корп 1 В, 107370",55.81084509971849,37.72796399669655
Преображенское,Зебра,Gym / Fitness Center,"ул. Большая Черкизовская, 125А",55.80425827478573,37.74085274536501
Преображенское,Локо-Спорт,Gym / Fitness Center,"ул. Большая Черкизовская, 125c4, 107553",55.805935721860386,37.739550195383615
Измайлово,Бойцовский Клуб KF-Fighters,Martial Arts Dojo,Сиреневый Бульвар 4 стр 3,55.80050112492828,37.762062516021096
Измайлово,Фитнес-клуб Гармония,Gym / Fitness Center,7я Парковая 15,55.79721481992628,37.791712689306344
Восточное Измайлово,Спортивный клуб O2,Gym / Fitness Center,"11-я Парковая ул., 24",55.79461666915617,37.805870189120114
Восточное Измайлово,Фитнес-клуб Сана,Gym,"Нижняя Первомайская ул., 65",55.79129023709451,37.811551724542646
Ховрино,Wild Athletic Club,Gym / Fitness Center,"ул. Фестивальная, 53а",55.86062626527804,37.495234552457966
Ховрино,Kenga (Кенга),Gym / Fitness Center,"ул. Фестивальная, 22 корп. 6а, 125581",55.858312422158185,37.50109070260169
Тимирязевский,Зебра,Gym / Fitness Center,"3-й Нижнелихоборский проезд, д. 1, стр. 16",55.847881187255275,37.56480579349167
Тимирязевский,Me Yoga,Yoga Studio,"Локомотивный проезд, 19",55.84397407531907,37.57439398069022
Останкинский,Площадка для воркаута,Outdoor Gym,ВДНХ,55.83839852639731,37.61210638407944
Ростокино,Норд-СВАО бокс,Martial Arts Dojo,"ул. Сергея Эйзенштейна, 2",55.830581878210246,37.64679217623769
Алексеевский,Yoga Practika,Yoga Studio,"ул. Касаткина, 1, корп. 1",55.82738977870082,37.65192293315543
Северное Измайлово,X-Line Fitness,Gym / Fitness Center,Россия,55.804547073437604,37.78139876275785
Куркино,Здоровое движение,Gym,"Ландышевая, 14",55.8839003586389,37.389444303501115
Куркино,Alex Fitness,Gym / Fitness Center,"ТЦ «Арфа» (73-й км МКАД), 125412, Химки",55.87659375725972,37.42201074064807
Левобережный,Скалодром Rock-climbing.ru,Climbing Gym,"ТЦ «Экстрим» (Смольная ул., 63Б)",55.87012442862847,37.46942076507786
Ховрино,CrossFit Idol,Gym / Fitness Center,"ул. Лавочкина, 23",55.864174,37.484634
Ховрино,Тренажерный Зал РГТЭУ,Gym,"Ул. Смольная дом 36, город Москва",55.86541852176402,37.47836922473031
Ховрино,Студия йоги Ганеша,Yoga Studio,"Петрозаводская, 15",55.86405647223278,37.49431783467252
Ховрино,Париж Life,Gym / Fitness Center,"ул. Петрозаводская, 11/3",55.8659744350603,37.4957490295489
Марфино,Муай-Тай,Gym,"Ботаническая, 14а, 127426",55.84652743835656,37.586930755014684
Богородское,"ДЦ ""Богомол""",Gym / Fitness Center,"Ивантеевская, д.3 корп.2",55.82207522889485,37.717848642232354
Северное Измайлово,Трудовые Резервы,Gym / Fitness Center,"11-я Парковая, 49",55.80590604299832,37.80490597878683
Северное Измайлово,Олимпик Фитнес,Gym / Fitness Center,Константина Федина Д. 11,55.806729523943964,37.80135309684215
Северное Измайлово,СК Измайлово (Манеж Вольная Борьба),Martial Arts Dojo,Россия,55.80561695175162,37.8047193992586
Восточное Измайлово,Путь Силы,Gym / Fitness Center,"Сиреневый бульвар 52а, 105484",55.80228821778528,37.82147643130988
Восточное Измайлово,Фитнес Спарта,Gym / Fitness Center,"16-я Парковая ул., 27, город Москва, город Москва",55.80157359407402,37.82797183187155
Куркино,BeFitt,Gym / Fitness Center,"Воротынская ул., 18",55.88988500106989,37.388146897980036
Куркино,Highwall,Climbing Gym,"Воротынская ул., 18, 125466",55.88983592803935,37.38789208568828
Куркино,Альфа БенеФит,Gym / Fitness Center,"Воротынская ул., 2",55.88709175973028,37.40274741148113
Бескудниковский,FitОстров,Gym / Fitness Center,"БЦ «Лихоборский» (Дмитровское ш., 60а), 127474",55.85280655255714,37.568559739394686
Восточное Дегунино,зебра,Gym,"Дмитровское шоссе, 60а",55.85475316625517,37.56725731602308
Ростокино,"фитнес ""класс""",Gym / Fitness Center,ул. сельскохозяйственная,55.83873808896661,37.63911702665664
Ростокино,Classclub,Gym / Fitness Center,Искра,55.83878646573904,37.639258637118346
Ростокино,Зебра,Gym / Fitness Center,"Докукина, 8 стр.2",55.83879181635045,37.65381854577452
Ростокино,World Class Триколор,Gym / Fitness Center,"Проспект Мира, 188Бк2, 129128",55.835131833121615,37.657590326853104
Метрогородок,Спортзал РГСУ,Gym / Fitness Center,"Лосиноостроская, 24",55.82463319921647,37.72153107517972
Северное Измайлово,Power Fit,Gym / Fitness Center,"16 Парковая ул., 39",55.80625426858482,37.82942985683168
Левобережный,Парк Искусства - Левобережный (Calisthenics Park - Levoberezhniy),Outdoor Gym,"Smol'naya ulitsa, 125445",55.877368999999995,37.4651
Ховрино,FitCurves,Gym / Fitness Center,"Зеленоградская, 15",55.8697593059661,37.504409493909385
Западное Дегунино,"скалодром ""Экстрим""",Climbing Gym,Смольная 65,55.86720652797452,37.516425545353584
Западное Дегунино,Кокос,Gym,"ул. Пяловская, 7, стр. 3, 127486",55.86277827654126,37.541233907066406
Восточное Дегунино,Family Fitness Club,Gym / Fitness Center,"Дубнинская ул., 26а",55.85938163322078,37.56784614770714
Останкинский,WeGym,Gym / Fitness Center,"Березовая ал., 5",55.84878017338141,37.619634011384
Куркино,Ратибор,Martial Arts Dojo,Юровская 95,55.90004102819688,37.379432698414455
Куркино,Тонус Клуб,Gym / Fitness Center,"Соколово-Мещерская ул., 16/114",55.89776619379466,37.39161648457484
Бескудниковский,"Спортивный Клуб ""Метеор""",Climbing Gym,Россия,55.8691406939878,37.544588859459466
Восточное Дегунино,Фитнес клуб Теорема спорта,Gym,Дубнинская,55.86431500000001,37.566532
Свиблово,Спорткомплекс Свиблово,Gym / Fitness Center,"ул. Седова, 12А, 129323",55.85314868198754,37.637492915794894
Свиблово,BotanicYoga,Yoga Studio,"проезд Нансена, 2, корп. 2",55.84906603955515,37.655665622126435
Северное Измайлово,LES Fitness,Gym / Fitness Center,"Щелковское шоссе, д. 100, корп.10",55.811488079581565,37.83487135745364
Дмитровский,Спортивная Площадка,Gym,Парк,55.87712368786403,37.531147224325
Бескудниковский,Спортивный клуб «Медведь»,Gym,"Бескудниковский бульв., 55, корп. 1",55.87262389326425,37.54036752680327
Бескудниковский,"Тренажерный Зал ""Гриф""",Gym,"Дубнинская ул., 39",55.86692388806422,37.56279767351089
Свиблово,Спортив,Gym / Fitness Center,"Снежная ул., 20 (пр. Нансена), 129323",55.85276605101606,37.647956981996884
Куркино,Sтруктура,Gym / Fitness Center,125466,55.91090817676776,37.37860759471318
Восточное Дегунино,Paris Life,Gym / Fitness Center,"Дмитровское ш., 98",55.87916681041358,37.54703229926567
Восточное Дегунино,Family club lady's,Gym,"Дубнинская ул., 26А",55.87480289350332,37.55801866633261
Бабушкинский,Self Club,Gym,"Верхоянская ул., 9",55.85639475068347,37.66684938239315
Бабушкинский,Локо парк,Gym / Fitness Center,"Верхоянская ул., 9, 129344",55.85649830964925,37.6673848738899
Ярославский,Фитнес клуб N-ERGO,Gym / Fitness Center,"Красная Сосна, 2а, 127550",55.851473412168005,37.67870827116431
Ярославский,Зебра,Gym / Fitness Center,"ул. Красная Сосна, 2а",55.85128799031468,37.679409167160436
Дмитровский,"Тренажёрный зал ""Медведь""",Gym,Россия,55.88592803500641,37.52400237992165
Бабушкинский,Фитнес-клуб Колибри,Gym / Fitness Center,Россия,55.863223626798046,37.6449890441263
Бабушкинский,Спортив,Gym,"Енисейская ул., 5/2 (Радужная ул.)",55.85991455226796,37.66011273334279
Дмитровский,Jungle Fitness,Gym,"17, Ижорский пр-д",55.89134727901777,37.52369638558624
Дмитровский,Paris Life,Gym / Fitness Center,"Лобненская ул., 4а, 127411",55.889689673974964,37.538936496199774
Алтуфьевский,Michael Gym,Gym / Fitness Center,Ул. Стандартная,55.882745502655105,37.57273888529604
Южное Медведково,Спарта (сеть фитнес-клубов),Gym / Fitness Center,Ясный Проезд 10,55.873677331396216,37.62942647463297
Южное Медведково,Cool Dance,Gym,"Магазин Остров, 127081",55.86981021977851,37.63827428252799
Бабушкинский,Power Zone,Gym,"Бабушкина, 17а, 129344",55.86448100000001,37.673728000000004
Бабушкинский,"Спортивный клуб ""Семь-Я""",Gym,"Ленская ул., 18 (Енисейская ул.)",55.86258718583724,37.671417243480356
Южное Медведково,maxfitnes,Gym,Полярная 10 стр. 1,55.87451175719553,37.63813080762088
Бабушкинский,Гуру-йога,Yoga Studio,"ул. Шокальского, 22",55.87254515304698,37.65912834863498
Бабушкинский,Тонус клуб (Фитнес для женщин),Gym,"ул. Менжинского, 38",55.87018049969393,37.66191283054285
Бабушкинский,Твой фитнес,Gym,"Енисейская ул., 29",55.87203777687873,37.66465515109991
Бабушкинский,Сота (Спорт Салон),Gym / Fitness Center,"ул. Менжинского, д. 13, кор. 1",55.86832741800624,37.67260331989612
Дмитровский,Фитнес-клуб HARDman,Gym,"Дмитровское ш., 157, стр. 5",55.89971278911214,37.541220953564064
Южное Медведково,Klochkov Gym,Gym / Fitness Center,"21 улица Полярная, 127081",55.879779354912216,37.63512926884778
Бабушкинский,Зебра,Gym / Fitness Center,"ТЦ «Клен» (Енисейская ул., 37)",55.87597236382724,37.665395078336296
Лосиноостровский,Зебра,Gym / Fitness Center,"ул. Летчика Бабушкина, 32, корп. 3",55.87078447670431,37.678230131307785
Лосиноостровский,Красная Стрела,Gym / Fitness Center,Шушенская Улица,55.86959688432288,37.68656107078517
Ярославский,ФОК,Gym,"Ярославское ш., 114, корп. 1, 129337",55.866019688020536,37.708225378918335
Лосиноостровский,Спортивно-оздорововительный комплекс Олимп,Gym / Fitness Center,"Норильская ул., 7",55.87604248596729,37.695209270217745
Ярославский,Паллада,Gym / Fitness Center,"Ярославское ш., 124",55.87031951244146,37.7138248233709
Лианозово,X-Fit,Gym / Fitness Center,"Угличская ул., 13",55.901908529801894,37.566273808479316
Лианозово,Fit-Studio,Gym / Fitness Center,"Угличская 12к2, 127572",55.90196380103009,37.568932300866585
Ярославский,Зебра Лето,Gym,"Ярославское шоссе, вл. 144, 129347",55.88013443687229,37.72383558066928
